Card_ID,Card_Type,Client_ID,Type_Client,Account_ID,Card_Number,CVV,Expiration_Date,Issuing_Bank,Credit_Limit,Available_Balance,Status,Created_At,credit_card_usage
c1012399-b448-499c-aa6d-13eea93c357f,CREDIT,44,Individual,95e6557f-5eaa-4c6a-bcc1-823a4a87503c,4540841753483816,658,2029-06-18,Welford Bank,8295.05,4868.53,ACTIVE,2023-05-02,0.4131
b1c9e394-1b12-47fe-b683-f0564bc02598,DEBIT,45,Individual,14426af8-783f-4bc8-92f1-3a913553d3cf,4540051212255645,427,2028-04-07,Welford Bank,0.0,0.0,ACTIVE,2025-03-07,
c549d47c-834f-469b-8100-6201cf9c76d2,DEBIT,46,Individual,9073a759-c98c-4f41-af6e-45fc0ff92839,4540556784253529,583,2026-07-06,Welford Bank,0.0,0.0,INACTIVE,2025-04-25,
eff3df8e-6ecc-4330-80fa-1ba1b94e4d21,DEBIT,47,Empresa,c5928f89-26f7-4c9f-9c44-cac96012d801,4540072074892983,158,2027-05-21,Welford Bank,0.0,0.0,INACTIVE,2024-07-02,
23f01808-4122-4bc9-b2f1-bc0aef16b9d7,DEBIT,48,Individual,c075dc8d-b602-4e93-ae40-be22f80c1b29,4540894696231266,866,2029-04-15,Welford Bank,0.0,0.0,ACTIVE,2024-05-25,
de38f0c1-3043-4230-af5f-d0cf6a87db5f,DEBIT,50,Individual,776f950a-96b5-41c3-95d3-ef7fa94d9730,4540705363505074,859,2029-01-02,Welford Bank,0.0,0.0,ACTIVE,2025-02-10,
5b3a11eb-f9ce-4ad9-9d9c-06a7c59e3e88,CREDIT,51,Individual,536bb42c-c6fd-493a-9536-766352284de2,4540465776536105,421,2027-03-16,Welford Bank,6645.31,2298.75,ACTIVE,2024-01-26,0.6541
e14a2970-974e-459a-a0ad-f7ae572ce556,CREDIT,53,Individual,48f52749-4140-462f-ac8e-bf88a32ee4da,4540663436603453,063,2029-02-25,Welford Bank,4762.49,3983.71,INACTIVE,2024-03-03,0.1635
79dc38d9-273d-4b71-835a-4096c7a2c68a,DEBIT,54,Individual,c4c8036f-a318-44fe-bf28-6ece93605879,4540401246151413,114,2027-01-09,Welford Bank,0.0,0.0,INACTIVE,2025-05-03,
d3e07644-2ce3-4ad2-92e0-92e83cce58f8,CREDIT,55,Empresa,018c9d76-fd72-4773-b5c3-3aba50f7f98e,4540271781583012,464,2029-11-11,Welford Bank,9908.9,4093.63,ACTIVE,2025-03-18,0.5869
1eebb1c0-1137-40cd-ae4b-5f3f49d24c40,CREDIT,57,Empresa,8a8e4fbf-fa85-4ab4-8022-c7f21ca193ef,4540249700215437,042,2027-06-21,Welford Bank,1846.91,1172.91,INACTIVE,2025-05-14,0.3649
6204d4d2-1415-43d4-980d-5420317c8c6e,DEBIT,57,Empresa,60f45e56-64eb-4d16-a77c-47314f338a76,4540549860794426,669,2028-09-14,Welford Bank,0.0,0.0,INACTIVE,2025-05-05,
a33ea7e8-1d34-4da8-90ec-e2c7e08d47f9,DEBIT,58,Individual,1bbd097e-356e-4673-a0dc-c10dc740636a,4540503691228434,178,2029-06-04,Welford Bank,0.0,0.0,ACTIVE,2024-12-19,
5dd82bbf-d57f-4135-aeaa-148e65e0fee1,DEBIT,58,Individual,1bbd097e-356e-4673-a0dc-c10dc740636a,4540837808237476,939,2029-12-15,Welford Bank,0.0,0.0,INACTIVE,2024-12-09,
1df92665-f296-43f6-8d8d-88c8718c79d5,CREDIT,59,Individual,39db75d7-e6ac-441c-953e-243b33373961,4540170272773568,177,2029-06-10,Welford Bank,6724.59,6222.14,INACTIVE,2025-01-19,0.0747
923a7822-c574-4989-8296-8c8f7d110d8f,DEBIT,60,Empresa,0b1e90c9-8a1b-4110-bf75-7d23a03fc613,4540892607452150,559,2026-06-08,Welford Bank,0.0,0.0,INACTIVE,2024-10-23,
f1c2c0b2-aa8b-4e69-8483-3826ad68e0ff,DEBIT,61,Individual,c0ac048f-c1d7-41dd-9815-61a9d649bbaf,4540525812742990,795,2029-09-21,Welford Bank,0.0,0.0,ACTIVE,2025-02-13,
efc315d2-aedc-46c0-96ad-c144770d93b9,DEBIT,63,Individual,1dbdc116-f999-463d-86e9-57784000e2ee,4540112590983506,136,2026-09-14,Welford Bank,0.0,0.0,ACTIVE,2023-06-19,
d755904f-4992-4b0a-8105-396057071294,DEBIT,63,Individual,a5843b6c-925a-477c-845d-08c3d02a0e27,4540779426424176,069,2029-11-24,Welford Bank,0.0,0.0,ACTIVE,2025-05-02,
8015fe7d-2f83-43ab-a23a-2895a6607be6,DEBIT,64,Individual,b52e72ae-b742-448f-aa5e-32afc5e59e9b,4540959652172324,300,2027-05-06,Welford Bank,0.0,0.0,ACTIVE,2025-04-25,
991075f4-e761-4193-a9d5-7d71cbee1213,DEBIT,65,Empresa,6ef56900-37fd-4f04-846e-510679e3b307,4540681432180665,588,2029-03-12,Welford Bank,0.0,0.0,INACTIVE,2025-02-18,
3d2f1fcd-732d-4d45-8d72-542f6356b048,DEBIT,66,Empresa,884d628f-1c59-446d-b50c-2c33fb2c474a,4540617713445757,283,2029-09-19,Welford Bank,0.0,0.0,ACTIVE,2025-04-05,
56d616b4-7404-47c0-aa43-54990b4d1742,DEBIT,66,Empresa,884d628f-1c59-446d-b50c-2c33fb2c474a,4540075128193409,525,2029-10-31,Welford Bank,0.0,0.0,ACTIVE,2025-03-11,
31dccb2f-197f-4d63-92f3-8f72b9b6bfb0,DEBIT,66,Empresa,f275785a-2047-44c6-8f80-15a391205ee9,4540257159896299,232,2027-12-31,Welford Bank,0.0,0.0,ACTIVE,2024-02-28,
88a1e64d-2a66-497b-a382-75aa99606cb7,DEBIT,66,Empresa,239cfba8-c17b-4644-a6f4-04379c6af401,4540927241738064,967,2028-02-08,Welford Bank,0.0,0.0,INACTIVE,2025-03-21,
c24b199b-add3-4ee6-80c8-578f9353b352,DEBIT,66,Empresa,239cfba8-c17b-4644-a6f4-04379c6af401,4540317384190249,209,2027-05-09,Welford Bank,0.0,0.0,ACTIVE,2022-07-26,
3eb02856-71f9-44ea-af91-53142b244667,CREDIT,67,Individual,ecfdf753-35fe-4cf1-81ba-648fa0a890b8,4540975977615776,798,2027-04-06,Welford Bank,2931.95,1684.15,INACTIVE,2025-05-05,0.4256
22c13237-c1e2-4ae7-90c2-c9a67be42903,DEBIT,67,Individual,ecfdf753-35fe-4cf1-81ba-648fa0a890b8,4540289358125906,616,2027-02-12,Welford Bank,0.0,0.0,ACTIVE,2025-05-05,
19150c06-65f5-4f03-af2d-4ba5b922ebeb,DEBIT,68,Empresa,15e07a5a-4d01-4782-892c-1e26c4235a3b,4540086551961310,918,2028-07-19,Welford Bank,0.0,0.0,ACTIVE,2023-09-14,
ddf3c296-f816-4fb8-8f0a-aed1f2a22661,CREDIT,71,Empresa,40aff419-7c54-4460-ba59-ee79bc6c617c,4540853371513157,340,2027-02-20,Welford Bank,9858.34,7391.09,ACTIVE,2025-04-24,0.2503
6fdc4d56-3411-49a8-bd9a-e23168623abe,CREDIT,72,Individual,02d61728-aac6-44b7-8a26-7c11e41b2d83,4540195647000969,611,2028-06-29,Welford Bank,5423.65,2604.06,ACTIVE,2024-12-23,0.5199
f3d1a12e-47c7-456e-b319-cf141554ffc6,CREDIT,73,Individual,4342f1bf-3ab9-4f39-976d-2d952b08437d,4540628101941387,297,2027-07-07,Welford Bank,6599.83,464.12,ACTIVE,2025-05-09,0.9297
87fe392f-0da4-4c84-957f-0246f67d8666,CREDIT,74,Empresa,38bb6917-0e23-4aee-8685-99ae7107d6bc,4540187033745917,538,2029-12-06,Welford Bank,5199.1,2661.67,INACTIVE,2024-05-24,0.4881
1c58dd0a-a933-4d23-b350-ccb88f6266a2,DEBIT,75,Individual,5dc49b98-0c34-43d9-a10e-48820dbc2727,4540659605593013,185,2028-08-02,Welford Bank,0.0,0.0,ACTIVE,2025-02-15,
d38885b4-8400-4f30-88dc-0a289c74e135,DEBIT,76,Individual,2a30be49-8772-4c2f-9a7e-5c8e20af9a10,4540203673835779,064,2027-10-08,Welford Bank,0.0,0.0,INACTIVE,2025-02-10,
f5d27044-d999-4e2e-ad6a-1d302d4221ec,DEBIT,77,Individual,22a484dd-aadf-4077-b059-1c7da1bac7e0,4540975187697595,722,2028-11-06,Welford Bank,0.0,0.0,ACTIVE,2025-04-23,
82a4c3af-a569-485e-a826-0cc4e61362ac,CREDIT,78,Individual,f4c49c14-2919-4688-b614-6fbd6b610435,4540840915653184,421,2027-07-29,Welford Bank,8790.49,1134.9,INACTIVE,2022-11-26,0.8709
11992074-a868-48a6-b43d-67a6253c7ff0,DEBIT,79,Individual,5873b819-9de5-4477-bdaf-58cf38ce1f2e,4540809263157394,514,2029-08-19,Welford Bank,0.0,0.0,INACTIVE,2025-05-07,
b518fb0a-29a8-438c-ba48-5ff620739367,DEBIT,79,Individual,36ea9c83-e3b0-4eed-8ea5-bdc7166be755,4540595655743327,241,2029-06-18,Welford Bank,0.0,0.0,INACTIVE,2025-05-05,
b2a067a5-6c12-40d0-b83a-5400887ee55c,DEBIT,79,Individual,ff463a1e-7255-489d-8105-52ad352c82e0,4540818607204269,724,2027-05-20,Welford Bank,0.0,0.0,ACTIVE,2025-04-14,
122abfb8-afad-4c43-9ff3-3f4f20c78dd6,DEBIT,80,Individual,ddb5ab41-c193-4fc6-9d31-e396b670d247,4540822496820915,244,2028-05-10,Welford Bank,0.0,0.0,INACTIVE,2024-03-28,
3cd680aa-02b1-496a-941d-04a41d08d98a,CREDIT,81,Individual,97a9f472-0ac5-4e3f-8439-268424451db8,4540336808210552,621,2028-08-21,Welford Bank,8194.26,41.63,ACTIVE,2025-03-30,0.9949
04751f9f-d2bb-42b7-9c0a-c0780f09a052,CREDIT,82,Empresa,147ca594-ea65-427c-8c40-8f6a3c5885c4,4540508352598706,692,2029-03-30,Welford Bank,1493.63,690.44,ACTIVE,2025-03-03,0.5377
798bcede-568a-4f57-86fc-52d74414ea61,DEBIT,83,Individual,7030d312-5271-4386-a6b9-c284bbcae2b4,4540905104310342,104,2026-08-28,Welford Bank,0.0,0.0,INACTIVE,2025-05-10,
6b5389d9-3110-4070-ac0a-6b9c41489ce9,DEBIT,84,Individual,556b7621-9e2f-4c6a-bd63-2bde4dc6ccb1,4540492095379429,698,2027-03-17,Welford Bank,0.0,0.0,INACTIVE,2025-03-27,
77e6c0bc-d4fe-4ce6-bf09-8aed44f56657,DEBIT,84,Individual,556b7621-9e2f-4c6a-bd63-2bde4dc6ccb1,4540627953359323,512,2028-06-17,Welford Bank,0.0,0.0,INACTIVE,2025-01-22,
066101f6-9965-4a3f-b0f6-80c13dfaefe5,DEBIT,88,Empresa,4bd254aa-44e0-4a2a-bce3-92095eac8d98,4540401963047778,761,2028-03-21,Welford Bank,0.0,0.0,INACTIVE,2025-02-12,
a147ef36-22a4-453e-aacb-d8dce6239038,DEBIT,89,Individual,f86ad39d-f623-4ab7-a169-2ee1acd1918e,4540576052462436,371,2028-05-29,Welford Bank,0.0,0.0,INACTIVE,2025-03-16,
162544d9-2b53-4c66-89b1-0b0f84959687,DEBIT,90,Individual,f6e27bd4-6ae5-425a-8a7b-e66d1afef3ef,4540171328230564,964,2028-07-06,Welford Bank,0.0,0.0,INACTIVE,2024-08-19,
85ee06a6-26e9-4487-a00b-4a03c34ea0a6,CREDIT,90,Individual,f6e27bd4-6ae5-425a-8a7b-e66d1afef3ef,4540586210538278,851,2028-12-01,Welford Bank,7186.47,3700.26,INACTIVE,2024-11-08,0.4851
245ea6ff-97be-4569-a490-685f4a775096,CREDIT,91,Individual,5a7a613a-b9d9-4cba-955b-8aaa7c0dbb9b,4540230581810725,117,2027-10-08,Welford Bank,3787.31,3384.39,INACTIVE,2024-10-29,0.1064
30270824-04b2-4c64-826f-94cad2d9e190,DEBIT,92,Individual,faa5be1c-498c-46f7-b3b8-a77a1d6114ea,4540440705839607,278,2027-01-02,Welford Bank,0.0,0.0,INACTIVE,2025-01-16,
ee0be66b-5fec-4129-bbfe-bc3912005e26,DEBIT,92,Individual,0a4fb384-ba9a-4546-ba4a-d1aaccadeacd,4540659514094048,174,2028-11-12,Welford Bank,0.0,0.0,ACTIVE,2025-03-13,
73032eba-4f68-4653-9e46-a4a8fc0d4b91,DEBIT,93,Individual,944fabe9-c007-4097-bc15-54ffe9f3acfe,4540660115935598,936,2028-09-22,Welford Bank,0.0,0.0,ACTIVE,2023-04-21,
3c420c62-cac5-46f5-a7bd-570f4b5c061e,DEBIT,94,Individual,729c492b-fdf4-42ee-bd1b-d968d479b89f,4540473968555202,047,2029-08-06,Welford Bank,0.0,0.0,ACTIVE,2025-05-13,
28d56d7e-b800-41d9-948c-04f132196665,CREDIT,94,Individual,729c492b-fdf4-42ee-bd1b-d968d479b89f,4540164353109382,551,2026-08-24,Welford Bank,7814.78,6823.49,INACTIVE,2025-03-08,0.1268
af2c9646-72ff-4fc9-9ea5-fe8fbd8ad702,CREDIT,95,Individual,c804cbe6-1346-4b84-8c05-e528a19d01b0,4540905776203070,082,2027-05-08,Welford Bank,8966.73,3136.86,ACTIVE,2023-02-11,0.6502
2d1ab2de-c4cf-47a3-92c8-c7a2d46714e5,DEBIT,95,Individual,c804cbe6-1346-4b84-8c05-e528a19d01b0,4540212701071529,615,2026-05-22,Welford Bank,0.0,0.0,INACTIVE,2024-05-03,
25f6f7aa-298a-49de-ba6d-d83c15f30b1d,DEBIT,96,Individual,33a5c047-a04e-4eb1-b6e5-aeedc80c4e5c,4540765612671872,649,2028-04-28,Welford Bank,0.0,0.0,INACTIVE,2025-05-14,
de8ec04a-1b6f-471a-aacd-4f99294c3812,CREDIT,96,Individual,33a5c047-a04e-4eb1-b6e5-aeedc80c4e5c,4540844431165848,329,2029-07-01,Welford Bank,2568.87,1997.35,INACTIVE,2025-05-13,0.2225
718ee839-d0e6-445c-925a-abc33b9b0ddc,CREDIT,96,Individual,c82fc1fb-afbf-4008-b3a2-d007977f6301,4540384203134907,846,2028-03-25,Welford Bank,5813.84,597.7,ACTIVE,2025-05-11,0.8972
b993edc1-8279-47a6-aba7-e56ab52d1ced,DEBIT,97,Empresa,bf6c26be-3e91-435c-82ad-fc0c34d74bbd,4540776461357444,847,2029-08-17,Welford Bank,0.0,0.0,ACTIVE,2024-05-25,
b4e80f7b-6319-48a3-8d6a-c305c8ba41d5,DEBIT,99,Individual,963c54ad-c16f-4211-bb1f-c4ded16d7f65,4540688969772912,387,2026-11-22,Welford Bank,0.0,0.0,ACTIVE,2024-06-12,
c1a104f8-5fb0-492e-a711-9043c5c08451,DEBIT,99,Individual,963c54ad-c16f-4211-bb1f-c4ded16d7f65,4540328345958089,771,2027-03-27,Welford Bank,0.0,0.0,INACTIVE,2024-07-27,
