Account_ID,Account_Type,Client_ID,Type_Client,Office_Code,Entity_Code,Check_Digit,Account_Number,Balance,Currency,Interest_Rate,Status,Created_At,income
a98b90d8-259b-4a21-846a-0924f794f6e9,SAVINGS,42,Individual,4697,8213,14,1520562662,56580.65,EUR,0.38,ACTIVE,2024-04-06,7535.77
e26932a7-b152-43fd-a50f-7bbae87ea979,CHECKING,42,Individual,6310,8762,41,6731695861,97857.99,EUR,0.0,ACTIVE,2024-06-20,6548.61
964c166b-155f-4a38-b866-a29e35230cd8,MORTGAGE,43,Individual,2518,6937,15,1951311475,39859.6,EUR,3.23,INACTIVE,2024-11-13,7975.55
95e6557f-5eaa-4c6a-bcc1-823a4a87503c,MORTGAGE,44,Individual,2360,0778,35,4175181063,62577.26,EUR,3.34,INACTIVE,2023-03-01,3194.59
14426af8-783f-4bc8-92f1-3a913553d3cf,SAVINGS,45,Individual,5015,8158,84,2997355485,126064.65,EUR,0.37,ACTIVE,2021-05-25,2335.43
9073a759-c98c-4f41-af6e-45fc0ff92839,SAVINGS,46,Individual,4162,3880,96,1975753922,120536.47,EUR,1.18,INACTIVE,2025-04-25,2866.95
c5928f89-26f7-4c9f-9c44-cac96012d801,CHECKING,47,Empresa,6061,1189,00,4953370838,38080.38,EUR,0.07,INACTIVE,2022-09-30,7143.6
c075dc8d-b602-4e93-ae40-be22f80c1b29,CHECKING,48,Individual,8422,2278,76,9026837506,107044.14,EUR,0.02,INACTIVE,2024-03-26,3962.38
1e2a5c5e-e678-4951-a6a0-b7b14cd4d1c9,CHECKING,49,Individual,2907,5543,90,4430337769,114785.18,EUR,0.04,INACTIVE,2024-09-20,1650.75
776f950a-96b5-41c3-95d3-ef7fa94d9730,CHECKING,50,Individual,8174,6734,55,0335107401,6357.87,EUR,0.05,ACTIVE,2024-08-18,7122.41
536bb42c-c6fd-493a-9536-766352284de2,CHECKING,51,Individual,6233,4748,88,9201333518,53616.42,EUR,0.01,INACTIVE,2023-09-17,7669.31
1195ac33-d0a0-4ef3-9883-9708a494db00,SAVINGS,52,Individual,3475,6427,05,7227652011,26089.06,EUR,1.31,ACTIVE,2024-07-16,3655.9
48f52749-4140-462f-ac8e-bf88a32ee4da,CHECKING,53,Individual,6875,7586,13,5072500340,18665.75,EUR,0.05,ACTIVE,2021-11-16,5878.45
c4c8036f-a318-44fe-bf28-6ece93605879,SAVINGS,54,Individual,6714,4993,41,7377232788,54573.37,EUR,0.66,INACTIVE,2025-04-23,1857.66
f1b8b0c7-f43c-4b31-a8f5-ed28622d4961,TERM,55,Empresa,3767,1175,94,0807622353,2946.09,EUR,1.46,INACTIVE,2024-11-01,4751.98
018c9d76-fd72-4773-b5c3-3aba50f7f98e,MORTGAGE,55,Empresa,1691,6925,21,6230320822,28339.95,EUR,2.57,ACTIVE,2024-07-02,7178.56
dc2ebc5e-e68d-46f2-9305-81a9c2740ad0,CHECKING,56,Individual,4066,6191,18,2624592593,126032.71,EUR,0.06,INACTIVE,2024-09-08,7246.5
3e7698aa-e0ff-43cd-920e-1da03d525f84,MORTGAGE,57,Empresa,0099,3175,17,7850086399,39864.19,EUR,1.96,INACTIVE,2025-04-12,2758.59
8a8e4fbf-fa85-4ab4-8022-c7f21ca193ef,SAVINGS,57,Empresa,8824,1606,56,9326269992,42282.82,EUR,1.05,ACTIVE,2025-04-20,1295.42
60f45e56-64eb-4d16-a77c-47314f338a76,SAVINGS,57,Empresa,3700,3324,31,4157108951,31989.19,EUR,1.29,ACTIVE,2025-05-05,801.57
bccb3f61-6651-4863-8c82-823e8135a71e,CHECKING,58,Individual,4066,4402,76,2216492789,21357.16,EUR,0.06,INACTIVE,2025-01-23,6720.63
1bbd097e-356e-4673-a0dc-c10dc740636a,MORTGAGE,58,Individual,2598,8406,12,2337767001,88347.14,EUR,2.66,ACTIVE,2024-09-13,7924.05
39db75d7-e6ac-441c-953e-243b33373961,SAVINGS,59,Individual,0951,0180,01,3847039252,77211.76,EUR,1.45,ACTIVE,2023-09-07,7027.28
964e906d-adb8-479e-8a95-8d10c5e04583,CHECKING,59,Individual,3598,2125,70,2046001534,122897.26,EUR,0.1,INACTIVE,2022-09-08,6731.39
ea5795a1-3f2c-4cde-ac8c-4eec306e2e88,SAVINGS,59,Individual,5860,0322,34,9824454190,45016.64,EUR,0.8,INACTIVE,2023-08-16,7268.92
0b1e90c9-8a1b-4110-bf75-7d23a03fc613,CHECKING,60,Empresa,1517,7100,74,1316923621,131964.11,EUR,0.1,ACTIVE,2023-11-20,1661.63
c0ac048f-c1d7-41dd-9815-61a9d649bbaf,TERM,61,Individual,0972,1763,47,9017683571,46604.08,EUR,1.09,INACTIVE,2024-09-07,5770.01
f5f19738-ae8d-466a-b4fd-a51bd494ee30,CHECKING,62,Empresa,6413,4482,91,2971248431,106108.04,EUR,0.03,INACTIVE,2022-11-18,3023.3
2d05321f-c725-4bf6-a973-13217d6fa2ca,CHECKING,62,Empresa,2541,5549,11,4593822342,107396.0,EUR,0.04,INACTIVE,2022-12-09,7749.28
1dbdc116-f999-463d-86e9-57784000e2ee,SAVINGS,63,Individual,6171,7991,16,1526560060,80949.87,EUR,1.43,INACTIVE,2023-04-15,4233.85
a5843b6c-925a-477c-845d-08c3d02a0e27,SAVINGS,63,Individual,5116,3660,61,3368079113,17504.96,EUR,1.44,INACTIVE,2024-12-24,7219.76
b52e72ae-b742-448f-aa5e-32afc5e59e9b,SAVINGS,64,Individual,8376,9965,37,6612718122,8517.51,EUR,0.37,ACTIVE,2025-04-11,6987.81
6ef56900-37fd-4f04-846e-510679e3b307,CHECKING,65,Empresa,9539,8099,60,9773829483,104422.53,EUR,0.09,INACTIVE,2024-09-15,2917.14
ee7b4a8a-bec1-4a75-858d-d70f42e5b9a9,SAVINGS,65,Empresa,0018,4015,16,5495515853,50995.64,EUR,0.95,ACTIVE,2023-11-02,7927.56
884d628f-1c59-446d-b50c-2c33fb2c474a,CHECKING,66,Empresa,2073,0243,92,8824108792,37220.59,EUR,0.02,INACTIVE,2024-08-29,7840.24
f275785a-2047-44c6-8f80-15a391205ee9,SAVINGS,66,Empresa,3524,2633,56,7457812583,44309.65,EUR,0.24,INACTIVE,2024-01-25,1617.24
239cfba8-c17b-4644-a6f4-04379c6af401,SAVINGS,66,Empresa,7754,2505,45,4099992753,98795.3,EUR,0.66,ACTIVE,2020-09-23,836.1
ecfdf753-35fe-4cf1-81ba-648fa0a890b8,CHECKING,67,Individual,7918,5039,64,1355054419,63135.94,EUR,0.08,ACTIVE,2025-04-29,2372.86
7f6a0435-1d45-43e3-a33e-caecff6c5f5a,TERM,68,Empresa,7643,3597,64,2448233918,122387.24,EUR,1.16,ACTIVE,2023-01-25,6597.29
15e07a5a-4d01-4782-892c-1e26c4235a3b,CHECKING,68,Empresa,5346,9096,96,6588288814,21458.56,EUR,0.02,INACTIVE,2023-03-16,3775.58
37c57018-fb69-472f-8afd-a9463bd84393,CHECKING,69,Individual,6483,7053,21,7916533563,61297.85,EUR,0.03,ACTIVE,2025-01-14,1813.67
2209e1d0-0f50-41e5-a7ac-7b37e76125fb,CHECKING,70,Individual,1418,1753,62,7767886216,107230.57,EUR,0.04,ACTIVE,2023-11-11,7336.32
40aff419-7c54-4460-ba59-ee79bc6c617c,CHECKING,71,Empresa,2510,0766,72,5094909710,145093.11,EUR,0.05,INACTIVE,2025-01-23,3292.47
02d61728-aac6-44b7-8a26-7c11e41b2d83,SAVINGS,72,Individual,2357,1424,58,2874321270,43389.72,EUR,1.07,ACTIVE,2024-09-29,6141.81
4342f1bf-3ab9-4f39-976d-2d952b08437d,CHECKING,73,Individual,3224,4707,70,4328779231,93449.57,EUR,0.02,INACTIVE,2025-04-24,1224.72
38bb6917-0e23-4aee-8685-99ae7107d6bc,CHECKING,74,Empresa,5798,7823,74,9169318435,75830.66,EUR,0.07,INACTIVE,2024-05-02,7541.65
5dc49b98-0c34-43d9-a10e-48820dbc2727,MORTGAGE,75,Individual,5491,4220,63,8987243937,26579.63,EUR,2.0,ACTIVE,2025-01-05,6382.83
2a30be49-8772-4c2f-9a7e-5c8e20af9a10,SAVINGS,76,Individual,6724,9469,98,6756173870,33974.42,EUR,1.41,INACTIVE,2024-06-14,4270.62
22a484dd-aadf-4077-b059-1c7da1bac7e0,SAVINGS,77,Individual,2737,3386,14,0185365792,34481.92,EUR,0.24,INACTIVE,2025-03-28,6861.9
f4c49c14-2919-4688-b614-6fbd6b610435,SAVINGS,78,Individual,5300,8653,87,7350310226,79626.2,EUR,1.19,INACTIVE,2022-06-10,6324.02
fd4c46bf-c680-4d22-b620-cb44a56ad0f3,TERM,78,Individual,8465,9279,53,4770396488,126748.87,EUR,0.95,ACTIVE,2023-07-15,4706.94
5873b819-9de5-4477-bdaf-58cf38ce1f2e,CHECKING,79,Individual,5969,7129,30,5860178740,63604.17,EUR,0.06,ACTIVE,2025-02-18,2250.73
36ea9c83-e3b0-4eed-8ea5-bdc7166be755,CHECKING,79,Individual,0788,8931,36,2473618455,107515.56,EUR,0.05,ACTIVE,2025-05-05,7637.16
ff463a1e-7255-489d-8105-52ad352c82e0,CHECKING,79,Individual,0932,9421,41,5472289213,101171.77,EUR,0.05,ACTIVE,2025-03-01,3599.19
ddb5ab41-c193-4fc6-9d31-e396b670d247,SAVINGS,80,Individual,3597,0379,66,8576955192,30404.03,EUR,0.48,INACTIVE,2023-10-30,6421.08
97a9f472-0ac5-4e3f-8439-268424451db8,TERM,81,Individual,8594,0854,13,1867539550,24929.15,EUR,0.94,ACTIVE,2025-01-28,1803.7
147ca594-ea65-427c-8c40-8f6a3c5885c4,MORTGAGE,82,Empresa,0680,5104,94,8859248828,48060.04,EUR,2.7,INACTIVE,2025-01-02,1589.74
7030d312-5271-4386-a6b9-c284bbcae2b4,SAVINGS,83,Individual,9960,8219,31,6324222161,146821.87,EUR,1.07,INACTIVE,2025-01-31,3586.97
556b7621-9e2f-4c6a-bd63-2bde4dc6ccb1,SAVINGS,84,Individual,3101,7141,41,4090688856,132061.46,EUR,0.73,INACTIVE,2024-11-03,1207.97
e627a472-b729-4bd0-9b75-d418664d4821,SAVINGS,85,Empresa,6119,9621,90,9832229606,72263.9,EUR,1.0,INACTIVE,2025-04-16,5382.3
24034389-f401-4836-b003-4f5042e0c8fa,SAVINGS,86,Individual,7682,2301,47,6892134608,142662.98,EUR,1.39,ACTIVE,2024-12-09,4659.43
750596df-e36e-4237-b43a-02213debc4e6,SAVINGS,87,Individual,5906,8328,78,3720692033,69555.65,EUR,1.45,INACTIVE,2024-08-10,2865.93
4bd254aa-44e0-4a2a-bce3-92095eac8d98,SAVINGS,88,Empresa,6869,7564,13,4634284687,119397.1,EUR,0.98,INACTIVE,2024-12-10,1145.25
f86ad39d-f623-4ab7-a169-2ee1acd1918e,SAVINGS,89,Individual,4789,0147,35,2238650839,78753.72,EUR,0.3,INACTIVE,2025-01-05,3633.93
f6e27bd4-6ae5-425a-8a7b-e66d1afef3ef,SAVINGS,90,Individual,9151,5692,05,8135985700,64354.2,EUR,0.37,ACTIVE,2024-07-30,3394.74
5a7a613a-b9d9-4cba-955b-8aaa7c0dbb9b,CHECKING,91,Individual,1845,1109,02,2209529502,74432.7,EUR,0.04,INACTIVE,2023-04-05,4050.71
faa5be1c-498c-46f7-b3b8-a77a1d6114ea,SAVINGS,92,Individual,2925,1204,18,2817040132,74534.5,EUR,0.78,INACTIVE,2024-02-21,5271.81
0a4fb384-ba9a-4546-ba4a-d1aaccadeacd,CHECKING,92,Individual,7214,0568,12,1493382234,46367.4,EUR,0.03,INACTIVE,2020-12-06,7443.16
944fabe9-c007-4097-bc15-54ffe9f3acfe,TERM,93,Individual,2910,8063,04,1495623621,133508.18,EUR,1.46,ACTIVE,2022-07-30,4119.45
729c492b-fdf4-42ee-bd1b-d968d479b89f,SAVINGS,94,Individual,6108,7635,31,0944897259,1976.85,EUR,0.79,ACTIVE,2025-03-02,2764.96
c804cbe6-1346-4b84-8c05-e528a19d01b0,MORTGAGE,95,Individual,8772,1808,63,0924028756,146945.13,EUR,1.66,INACTIVE,2022-03-19,3800.72
33a5c047-a04e-4eb1-b6e5-aeedc80c4e5c,SAVINGS,96,Individual,6721,0302,61,1811597308,89712.46,EUR,0.9,INACTIVE,2025-05-13,7874.63
c82fc1fb-afbf-4008-b3a2-d007977f6301,CHECKING,96,Individual,6772,5164,84,1388475885,138477.06,EUR,0.02,ACTIVE,2025-05-11,1252.11
bf6c26be-3e91-435c-82ad-fc0c34d74bbd,SAVINGS,97,Empresa,9380,7620,84,0364079272,115715.55,EUR,1.19,ACTIVE,2024-02-12,5571.75
f1967340-daac-42a0-90e8-41a3f6d905d8,CHECKING,98,Individual,8355,0965,70,6911687851,49652.95,EUR,0.09,INACTIVE,2024-09-21,2577.1
963c54ad-c16f-4211-bb1f-c4ded16d7f65,TERM,99,Individual,3375,8994,98,3440538272,121346.03,EUR,1.19,ACTIVE,2024-04-19,7238.34
e23128a6-3a7f-48f7-810f-9dbe9aac9b97,SAVINGS,100,Individual,4409,0399,93,1749732881,22267.17,EUR,0.9,INACTIVE,2023-12-02,1004.58
304134cf-2eb8-4576-a43b-a01c28307994,CHECKING,101,Individual,6527,3393,55,7392987054,89221.66,EUR,0.03,ACTIVE,2025-01-13,6308.82
8e1f2796-b902-4c25-a836-0e8773657f95,CHECKING,102,Empresa,8024,9563,43,6783674432,56676.38,EUR,0.01,INACTIVE,2021-08-05,1423.35
ea33fd84-be72-4d07-a41a-aad213f6003c,TERM,103,Empresa,2324,8130,81,9597091813,124307.3,EUR,1.31,ACTIVE,2022-12-04,889.37
c9e1e73f-6876-434c-9f6f-3c6702a5a2b6,SAVINGS,104,Individual,5174,1729,75,3920768894,28228.09,EUR,1.12,ACTIVE,2025-02-28,3049.02
19f468b9-b3f9-4738-9eb4-13d492ddd8c3,MORTGAGE,105,Individual,9004,1034,11,1021111192,92797.84,EUR,2.88,ACTIVE,2024-09-22,6406.08
018faf40-d59f-4e75-8570-cf95c7b26247,MORTGAGE,106,Individual,2507,1784,76,6381190435,49740.01,EUR,2.59,INACTIVE,2025-01-13,836.0
6d506a3f-0fd7-415e-9e95-58998cefeae1,CHECKING,107,Individual,7533,3762,17,6831623092,98034.11,EUR,0.0,ACTIVE,2024-09-13,1388.08
d6499598-cfcf-4e8f-a191-5c1b7884c580,CHECKING,108,Individual,7459,4648,69,5632524651,149410.89,EUR,0.08,INACTIVE,2021-06-27,7159.91
5a152422-3a3d-4467-a849-4f93edfde303,SAVINGS,109,Individual,7911,5976,87,3082660491,118445.91,EUR,0.61,ACTIVE,2024-04-05,4978.87
7d337096-f2b0-4c23-a769-3a8ab425cbde,CHECKING,110,Empresa,3074,9293,15,8850248865,33772.56,EUR,0.02,ACTIVE,2024-07-25,4308.28
8e4ca8d1-4c65-405e-b5c0-de84e1803e81,CHECKING,110,Empresa,5345,1156,49,8100210618,100029.2,EUR,0.06,INACTIVE,2025-01-16,5498.39
c384dfbd-e0cb-4e1b-80ed-b7bd86649d78,MORTGAGE,111,Empresa,0329,4695,26,2129519726,41069.17,EUR,2.54,INACTIVE,2025-04-17,5414.8
f47470a2-17d1-4824-a8ec-a7f3eba12ddf,CHECKING,111,Empresa,3795,6941,57,9312559754,27831.74,EUR,0.03,ACTIVE,2025-01-19,3159.37
5da51bee-b39c-49a6-8ecb-be5bfb38dd67,CHECKING,112,Individual,4053,7252,78,3519284058,73095.39,EUR,0.06,ACTIVE,2025-03-18,5369.45
814c82cf-4d47-4686-ab75-2b2b0a349e69,CHECKING,113,Individual,4124,2140,11,5896059219,148559.5,EUR,0.08,INACTIVE,2024-06-05,4839.79
7ad66f49-39f4-4bbc-a84f-0872e55d058b,CHECKING,113,Individual,9071,8232,76,1562936815,131243.55,EUR,0.03,ACTIVE,2024-04-27,1852.08
579069db-fe2d-4c78-b659-e75c14b56a5f,CHECKING,113,Individual,6478,6316,00,6472782548,101595.27,EUR,0.01,ACTIVE,2025-01-05,6344.48
3a9e5fb7-f79a-48a4-bf0c-ca3e521838d6,MORTGAGE,114,Individual,6443,8327,51,3386021306,137448.18,EUR,1.53,ACTIVE,2024-04-06,1037.37
db1fb1aa-38a2-4014-b70e-39ab0e9ecf35,SAVINGS,114,Individual,4487,5987,91,0740959101,51461.0,EUR,1.02,ACTIVE,2022-11-24,4638.24
984ad7c4-51cc-4fee-8c3c-e4767c46a8f5,TERM,115,Individual,2662,1999,71,8717548076,22526.71,EUR,1.23,INACTIVE,2024-04-09,6888.83
33dd8ef2-634d-4b64-9f53-b6e87ec2d5f2,CHECKING,116,Individual,6051,7876,27,9703816208,60418.51,EUR,0.0,INACTIVE,2024-03-11,3895.17
50f6f58c-9155-4c79-a771-5b8501a5a33e,SAVINGS,117,Individual,2004,5772,31,6129366177,71389.11,EUR,1.06,INACTIVE,2024-04-10,1446.41
d021ca27-0fdd-44a5-8e21-aba43dd06ef1,TERM,117,Individual,4544,8418,85,7323597059,128232.85,EUR,0.94,INACTIVE,2021-05-03,4365.89
aaf7060b-d77f-4ed0-96ac-c59188aca9a6,SAVINGS,118,Individual,5842,1962,23,4767444965,138444.03,EUR,0.36,ACTIVE,2025-02-01,2877.83
d52543dd-c126-40d5-b02e-1b5c83c3e239,CHECKING,119,Individual,6942,8855,77,4885604870,18210.63,EUR,0.06,INACTIVE,2024-11-02,5136.67
eb9480b9-0e48-4946-a90a-bd84b400b6d9,CHECKING,120,Individual,7705,1744,29,7898926363,87925.09,EUR,0.07,ACTIVE,2021-11-10,2787.51
fd48cac7-5d56-48fc-8dac-b1818c5343b9,CHECKING,120,Individual,2943,8068,09,0865773178,52250.78,EUR,0.05,INACTIVE,2022-07-29,7417.4
49fd1083-72be-4dc7-8f27-e2772b4ab8d9,CHECKING,120,Individual,0930,6202,04,4464559097,79573.78,EUR,0.02,ACTIVE,2024-04-10,4958.43
52348e08-93fb-48fe-9681-b9d42c714118,SAVINGS,121,Individual,2495,3488,83,4729403400,82026.13,EUR,1.47,ACTIVE,2025-03-31,5205.41
51439a95-7f5d-44d1-89ec-09d342e524c0,TERM,121,Individual,1293,9250,90,1444722568,134327.8,EUR,1.61,INACTIVE,2025-01-11,2956.2
360c5667-8d21-4a0e-ad1b-b3353511656f,CHECKING,122,Individual,7531,7381,54,8041188905,60431.45,EUR,0.06,ACTIVE,2023-03-02,5231.15
68ccf467-4e10-40de-92b0-60dacdf99e48,MORTGAGE,122,Individual,6140,7130,81,6792110076,46552.29,EUR,2.17,INACTIVE,2022-09-24,2040.94
5b713988-4725-4d85-9455-00ef79064e8f,CHECKING,122,Individual,6951,6134,65,6638906604,133777.84,EUR,0.04,ACTIVE,2021-10-30,6540.07
